,subject_id,Fz,Mx,My,CoPx,CoPy,Second
1008,17,576.40895455,45.78512482,-1.09610156,0.0019016139999999,0.079431665,48.0
1009,17,576.2858690000000,45.28176323,-0.92105499,0.0015982799999999,0.078575186,49.0
1010,17,576.41706391,46.05819357,0.0958267,-0.000166364,0.079904486,50.0
1011,17,576.3665144400000,47.42878079,-0.46667934,0.0008095569999999,0.082289344,51.0
1012,17,576.34699685,45.74703516,-0.70233906,0.001218675,0.079374192,52.0
1013,17,576.39209732,43.8009735,-0.8002006300000000,0.001388282,0.075991718,53.0
1014,17,576.39590325,45.61287949,-0.9862611,0.001711069,0.079134572,54.0
1015,17,576.36193577,44.8579161,-0.5622018800000000,0.00097542,0.07782932,55.0
1016,17,576.3002227000000,44.39921609,-1.15542689,0.0020048979999999,0.077041758,56.0
1017,17,576.3235574400000,43.44229564,-1.0648385800000000,0.001847629,0.0753780469999999,57.0
1018,17,576.334377772,41.924514990000000,-1.43147577,0.002483796,0.072743428,58.0
1019,17,576.270694754,41.5636379,-1.73838897,0.0030165609999999,0.07212511,59.0
1020,18,895.0146762200000,33.86806343,-9.24376546,0.010328087,0.037840535,0.0
1021,18,894.99330891,32.3207487,-7.95405491,0.0088872839999999,0.0361128349999999,1.0
1022,18,895.17456293,34.58393886,-9.49707249,0.010609242,0.038633678,2.0
1023,18,895.0244473400000,33.402433690000000,-9.9060033,0.011067709,0.03732114,3.0
1024,18,894.85184198,24.09072397,-10.5313692,0.011768943,0.026921306,4.0
1025,18,895.17905349,31.034538960000000,-12.96620548,0.014485017,0.034668085,5.0
1026,18,894.84096734,34.22675495,-10.2228635,0.011424074,0.038248408,6.0
1027,18,895.21179796,33.5742994,-11.81242783,0.013195525,0.037504376,7.0
1028,18,894.96494231,29.214103920000000,-11.49917392,0.012848763,0.032642762,8.0
1029,18,895.04443732,27.67016477,-11.35693413,0.012688854,0.030914321,9.0
1030,18,894.8749223100000,28.60639747,-9.50659701,0.010623413,0.031967388,10.0
1031,18,895.1037781800000,34.622183570000000,-10.2480857,0.011449078,0.038679279,11.0
1032,18,895.20529306,34.44878448,-9.89024131,0.0110479,0.038482711,12.0
1033,18,894.78960651,27.57645796,-11.03604713,0.012333715,0.0308187719999999,13.0
1034,18,894.99793782,32.49158972,-11.25721031,0.012577939,0.036303553,14.0
1035,18,895.09763191,35.732298840000000,-9.0684013,0.010131109,0.039919952,15.0
1036,18,895.08261079,35.863673140000000,-9.10818064,0.01017572,0.040067515,16.0
1037,18,894.97338997,32.25294231,-9.41129638,0.010515563,0.036037568,17.0
1038,18,894.91725073,32.55749961,-9.81627848,0.0109689879999999,0.036380367,18.0
1039,18,895.16070619,32.7843701,-11.50664176,0.0128543559999999,0.036623958,19.0
1040,18,894.99799822,31.88691861,-12.21610291,0.013649263,0.035627939,20.0
1041,18,894.95637778,34.50345988,-9.44591301,0.010554658,0.0385532389999999,21.0
1042,18,895.0186764,31.52581603,-11.77365552,0.013154747,0.035223691,22.0
1043,18,895.0276970800000,30.59045067,-11.16284144,0.0124718579999999,0.03417787,23.0
1044,18,894.99061804,31.87189461,-11.73189638,0.0131083639999999,0.03560996,24.0
