subject_id,Second,Fz,Mx,My,CoPx,CoPy
8,27,701.71203758,54.015601710000000,1.8806724300000000,-0.002680132,0.07697689100000000
8,28,701.68881762,51.12845601,1.8989652800000000,-0.002706232,0.07286462300000000
8,29,701.631395804,42.919443140000000,2.21212833,-0.003152846,0.061170455
8,30,701.67271934,50.550410150000000,1.8137996700000000,-0.002584969,0.072042681
8,31,701.68453307,50.16223328,1.93603321,-0.00275912,0.07148824900000000
8,32,701.7289295400000,49.557499660000000,2.38095465,-0.003392975,0.070622014
8,33,701.68005233,53.683460700000000,2.52640023,-0.003600454,0.076507148
8,34,701.73271965,51.354000330000000,2.28774869,-0.0032600860000000000,0.073181673
8,35,701.68692107,50.574906480000000,1.93661373,-0.002759903,0.072075863
8,36,701.66702626,51.95517135000000,2.30315889,-0.003282364,0.07404534
8,37,701.6322026300000,49.46710529,1.6275410100000000,-0.002319749,0.070502778
8,38,701.80458358,51.03513161000000,1.75262671,-0.00249726,0.07271992900000000
8,39,701.65169133,51.4710373,2.30302005,-0.003282298,0.073357147
8,40,701.69799503,48.71923807,1.88886786,-0.002691826,0.06943034000000000
8,41,701.7631070600000,49.85343288,2.13258239,-0.003038902,0.071040142
8,42,701.59254241,50.91977459,2.19454122,-0.0031279250000000000,0.072577394
8,43,701.7264384600000,50.895098670000000,2.2880475500000000,-0.0032606280000000000,0.07252837300000000
8,44,701.72277542,47.848296050000000,1.8544096300000000,-0.0026426460000000000,0.0681871
8,45,701.48471107,44.26118227,1.34904366,-0.00192316,0.063095918
8,46,701.7350432900000,48.46779477,1.5055444300000000,-0.002145445,0.069068566
8,47,701.67813639,49.30890767,1.60425427,-0.002286308,0.070272851
8,48,701.6676180000000,48.9278801,1.33971785,-0.0019093670000000000,0.069730969
8,49,701.58227243,45.815583100000000,1.42869025,-0.0020363760000000000,0.065303261
8,50,701.6207556,45.42844619,1.38214526,-0.001969941,0.06474783000000000
8,51,701.63672343,47.14264812,1.2079697900000000,-0.001721679,0.067189588
8,52,701.5176512400000,44.54244826,1.5735737100000000,-0.00224312,0.06349447800000000
8,53,701.5704999660000,41.09016208,2.03426072,-0.002899553,0.058569012000000000
8,54,701.535411171,40.68723163,1.0952094300000000,-0.001561146,0.057997242
8,55,701.52242839,42.87694213,1.1907132200000000,-0.001697358,0.06111984
8,56,701.564732018,39.782874200000000,1.48795002,-0.002120892,0.056705996
8,57,701.55866298,44.78531133,1.13846641,-0.0016227020000000000,0.063836667
8,58,701.48136067,43.027282050000000,1.09141925,-0.0015559270000000000,0.061337707000000000
8,59,701.5316996305220,40.51194145783130,1.18072159437751,-0.0016830983935743000,0.05774778413654620
9,0,609.43878591,7.7521337600000000,-3.95223752,0.006484959,0.012720172
9,1,609.42105882,7.24962559,-4.28384602,0.007029391,0.011895863
9,2,609.44740553,7.67308497,-4.56040606,0.007482881,0.012590222
9,3,609.48391039,9.05942104,-4.47345172,0.007339672,0.014864065
9,4,609.41506852,9.22253008,-4.74897685,0.007792656,0.015133325
9,5,609.45810126,7.9896125,-4.392663150000000,0.007207392,0.013109306
9,6,609.47262098,8.41739201,-4.71276458,0.0077325480000000000,0.013811041
9,7,609.4445963400000,8.71723209,-4.61391572,0.007570566,0.014303474
9,8,609.4721151900000,7.52276531,-4.62769146,0.007592983,0.012343338000000000
9,9,609.42869825,8.92020213,-4.9381170700000000,0.008102936,0.014636871
9,10,609.4287931800000,9.998205970000000,-4.75886623,0.007808739,0.016405861
9,11,609.41715241,8.327613880000000,-4.58191243,0.007518533,0.013664777000000000
9,12,609.44966061,8.67115656,-4.86605998,0.007984313,0.014227823
9,13,609.40612824,9.236808780000000,-4.86940297,0.007990422,0.015156968000000000
9,14,609.40205206,7.493441160000000,-4.6950730500000000,0.007704407,0.012296277
9,15,609.45308743,7.2312359300000000,-4.46763602,0.007330496,0.011865159
9,16,609.42648173,6.209842190000000,-4.75910164,0.0078091210000000000,0.010189657000000000
